03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:LeftLittleProximal'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:LeftLittleIntermediate'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:LeftLittleDistal'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightShoulder'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightUpperArm'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightLowerArm'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightHand'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightThumbMetacarpal'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightThumbProximal'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightThumbDistal'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightIndexProximal'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightIndexIntermediate'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightIndexDistal'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightMiddleProximal'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightMiddleIntermediate'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightMiddleDistal'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightRingProximal'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightRingIntermediate'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightRingDistal'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightLittleProximal'. This warning can be disabled in Project Settings.
03-28 00:25:33.440  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
03-28 00:25:33.440  6022  6072 E godot   : WARNING: AnimationMixer (at: Lumax_Jen.tscn): 'discovered/annoyed_head_shake', couldn't resolve track:  '../AvatarModel/GeneralSkeleton:RightLittleIntermediate'. This warning can be disabled in Project Settings.
03-28 00:25:33.441  6022  6072 E godot   :    at: _update_caches (scene/animation/animation_mixer.cpp:717)
